"id","username","name","follower_count","following_count","score","is_premium","is_pro"
"3931","Cat","Kathleen","404","29","26","False","False"
"2963","Weishaupt","Christian Doe","465","57","307","False","False"
"3926","dekurizu","Chris Vizzone","772","140","196","False","False"
"4020","Ferj","Ferjohn Maglalang","696","143","160","False","False"
"4660","die",")}, {(","1042","583","91","False","False"
"2980","ijs","Ian Simcox","439","74","21","False","False"
"2612","PP","Pʀᴏғᴇssᴏʀ Pᴇᴘᴇ","3011","1537","4270","False","False"
"3769","Adjam","Adjam","780","256","692","False","False"
"6171","TopSecret","TopSecret","654","379","166","False","False"
"6168","Jaminfox","Jaminfox","317","32","54","False","False"
"5194","Stuart_Webber","Stuart Webber","356","57","21","False","False"
"5801","katt","katt","2310","3023","750","False","False"
"5264","AlamoOfSoul","AlamoOfSoul","959","299","22","False","False"
"5952","Reconzfvry","Nick Cerce 🐸","458","193","28","False","False"
"6700","CounterCouncil","Counter Council","344","36","20","False","False"
"6326","Fife","B.P. Fife","629","198","93","False","False"
"1905","JP","JP","505","26","57","False","False"
"2470","stenz","Steven","229","33","26","False","False"
"8684","CuriousJoJo","Curious JoJo","1060","557","407","False","False"
"12024","gamingnews","Gab Gaming News","2025","1441","1333","False","False"
"2845","Constitution","Steve","760","685","60","False","False"
"3095","psi","Jeff","750","95","599","False","False"
"3124","BoudicaOak","Boudica Oak","430","43","25","False","False"
"2619","420","Trayvon","314","12","1","False","False"
"2421","alunsford","Andrew Lunsford","632","112","89","False","False"
"2941","Airglow","Eric Reitz","536","45","38","False","False"
"2921","flyingtabby","Marianne Sanders","307","210","25","False","False"
"2699","oskar","Oskar Förberg","193","25","5","False","False"
"1935","ragart","Salvador Banderas","400","42","23","False","False"
"2168","theelusivefish","Rob Clark","415","16","53","False","False"
"1829","bpellerin","Brian Pellerin","224","7","1","False","False"
"1028","Brejenderson","Dixon Cider","602","79","12","False","False"
"2810","innovation","Me","337","38","0","False","False"
"2416","TwoFace","Harvey Dent","619","32","133","False","False"
"2584","UncleHotep","UncleHotep","2529","64","4003","False","False"
"3310","Ash","Ash VC","881","130","1950","False","False"
"2711","Redheaded_Jenn","Redheaded Jenn 🍻","870","270","44","False","False"
"2870","johnmarkdillon","John Mark Dillon","979","940","82","False","False"
"1147","卐","K-AR Joker","359","30","29","False","False"
"2191","JohnII","John","413","58","5","False","False"
"2741","hyperion","Jack Paarthurnax","2210","436","1594","False","True"
"2065","Boromir","Definitely Not Boromir (I am)","742","176","105","False","False"
"2935","TheyLiveWeSleep","TheyLiveWeSleep","547","31","60","False","False"
"2246","Elizabeth","Elizabeth ","792","32","1360","False","False"
"2192","Jeremy20_9","Jeremiah 20:9 ✝","1608","335","7056","False","False"
"3096","Zen","☯Jacob Galipeau☯","384","20","295","False","False"
"4622","holygoat","Chuck Long","559","103","86","False","False"
"13940","SkP","Skp","767","900","496","False","False"
"13946","APB","APB","1524","939","843","False","False"
"16142","Libertophile","Jay Block","1298","1292","221","False","False"
"9424","wallacer","Fifty Shades of Ray","4774","6164","11519","False","False"
"7889","bowser484","Bowser","451","70","37","False","False"
"7078","taboolexicon","TabooLexicon","231","10","20","False","False"
"4103","IWM","I","1165","751","265","False","False"
"6075","escaperlife","escaperlife ","624","73","456","False","False"
"8809","tstephenson","Tammy","728","211","52","False","False"
"8205","WDLady","MAGA TRUMP!","3721","1906","7055","False","False"
"8871","JadeTigress","JadeTigress","441","84","126","False","False"
"4732","DannySmith","Danny ن","1929","1609","2343","False","False"
"8229","VictorTugelbend","Victor Tugelbend","1773","1709","3415","False","False"
"4786","Cornervizion","Craig Morris ","983","259","668","False","False"
"9117","Bubbles","Puff","1653","561","1667","False","False"
"8883","DrLouSasfincter","Dr. Lou Sasfincter ","1933","2043","3223","False","True"
"5765","Riothamus","[General Forest Custer Lee] Ambrosius Aurelius","2341","1378","5448","False","False"
"3222","boo","boo","307","18","1","False","False"
"2861","JilmMoses","Jameson","778","437","2","False","False"
"2866","3rdTimeUnder","Joe Johnson","1071","1130","150","False","False"
"2738","fi","Fi ","923","404","217","False","False"
"4014","Blaziken","Aaron","171","7","9","False","False"
"1103","Ace","Ross Phillipps","506","9","6","False","False"
"1979","rs","Rob","411","36","56","False","False"
"943","Fadiddlenohip","Blarginfadiddlenohip","582","24","499","False","False"
"2194","MKFenris","TsunKing Fenris","645","91","2010","False","False"
"756","Adam","Adam","1103","31","-1","False","False"
"1224","smith","Christopher Smith","512","7","15","False","False"
"1031","NetRunner","B_Man","454","10","4","False","False"
"4958","Aerock","Aerock ","1157","679","490","False","False"
"6024","Vance","Andrew Fulton","396","65","10","False","False"
"4968","Ohme","Jammiest Fizwinkler","999","216","647","False","False"
"9106","Freedomthinker","Corey","404","123","90","False","False"
"12180","9eyedeel","9eyedeel","4926","8190","31315","False","True"
"51334","females","Females","1477","1775","265","False","False"
"2105","LaurenSouthern","Lauren Southern","24218","7","490","False","False"
"2151","wtj","Will Tell","398","135","13","False","False"
"2173","jryan","Jamie Ryan","274","17","0","False","False"
"3949","RayoGundead","RayoGundead","1218","809","207","False","False"
"8245","dutch2g","Dutch2g","651","638","0","False","False"
"7890","RealSF","SF","474","163","47","False","False"
"2759","ConstantineXI","ConstantineXI","450","64","55","False","False"
"2798","SpartaReport","Sparta Report","254","9","23","False","False"
"2815","justice4all","justice","1170","832","240","False","False"
"2908","akhaf822","a. haffey","603","154","0","False","False"
"4429","erehwon","Dee M Wilson","751","666","11","False","False"
"2582","HunterIscariot","Hunter","100","3","-1","False","False"
"6126","goy","Party Goy","673","20","18","False","False"
"8264","Qwertyact","Tim Hains","496","163","1","False","False"
"3577","Savage","Narcissistic Misanthrope ","674","36","0","False","False"
"8062","Trump4Prez","J Smith","1057","172","140","False","False"
"4647","HPB","HPB","442","55","11","False","False"
"4432","Kave","Kave","1426","1652","90","False","False"
"4294","StephenMarotta","Stephen J. Marotta","364","14","46","False","False"
"5779","TWlTTER","Twitter ✅","479","4","-2995","False","False"
"4869","freelancewriter","300 guys named Klaus","9416","25516","2477","False","True"
"42263","revolutionaxis","A. M.","4775","5214","583","True","True"
"56694","AndrewPAnderson","Andrew Anderson","5231","8394","2275","False","False"
"34643","Imagineer1111","Ettienne","16105","49094","846","False","False"
"58922","TimStabers","#NOBODYGIVESASHIT","2710","3963","376","False","False"
"42142","pjdb1x0a16y","pjdb1x0a16y","177","126","1","False","False"
"40295","ThoughtCrime","ThoughtPolice","6983","9431","3808","False","False"
"60968","DeplorableMark","ANONYMOUS ","2995","4182","464","False","False"
"71430","TheDreamKeeper","Tammy Costello","7957","18193","2786","False","False"
"114140","DrunkenBeaver","Drunken Beaver","4848","10015","108","False","False"
"64260","TexasYankee4","Diane Steinle Farquharson","31604","120586","121511","False","True"
"121738","ajk","Arturas Kerelis","7526","19700","242","False","False"
"116106","MemoryTag","The MemoryTag","3343","9996","74","False","False"
"58903","Deeva","Dee ","15200","47350","2587","False","False"
"83257","CandidCanadian","CandidCanadian","1289","1195","284","False","False"
"110786","Bootingdems","Jeff","8959","19477","9706","False","False"
"63773","CharlesMartel732","Charles Martel","12704","30675","39540","False","False"
"2783","chris_story","Chris Story","1284","378","294","False","False"
"4561","duncan","Joe Duncan","715","161","34","False","False"
"5343","LT","Tooch","552","131","129","False","False"
"5200","Jtomp5257","The Deplorable Jack Tompkins","1012","377","289","False","False"
"3504","Throwaway","Matti Meikäläinen","1123","1176","184","False","False"
"2141","timyork","Tim York","446","84","31","False","False"
"5223","TroubleFindsMe","Trouble","701","145","232","False","False"
"2257","beard","Beardy McBeardface","452","40","69","False","False"
"3412","StephsterStarrO","DeplorableSteph","859","168","52","False","False"
"3348","Soupenheimer","Aaron Campbell","653","107","3","False","False"
"7475","Birdy","Birdy ","6446","5792","35210","False","True"
"3040","TrumpIsMyDaddy","MemeMaster Flash","409","24","19","False","False"
"7433","ElGarnero","Garner Ozaeta","623","241","153","False","False"
"8238","Herman_Benschop","HermanBenschop ","796","401","177","False","False"
"5091","APG","Alexander the Pretty Good","1839","297","1372","False","False"
"4431","PollySpin","Polly ","2691","1401","3631","False","False"
"6746","willgoon","El Cuello Rojo","3309","3267","2847","False","False"
"7370","superversive","Foz","1336","1028","182","False","False"
"2631","Hudson","Hudson","1576","250","1227","False","False"
"6221","TheWhiteMan","The White Man™️","1911","1068","1411","False","False"
"4773","Inf0_Watch","Inf0_Watch 🌐","829","137","544","False","False"
"25749","SarcasticTroll","SarcasticTroll","4726","7083","443","False","True"
"98131","HFT","HFT","5759","10133","5609","False","False"
"2225","Baalzeboul","Mike ","478","106","71","False","False"
"9531","RuggedRosaries","✝️📿🐂🤘✝️📿🤘🐂","268","65","1","False","False"
"7205","HotCoffee4Me","HotCoffee4me2","4375","5970","398","False","False"
"3143","inbody","Don Inbody","338","21","19","False","False"
"3099","Gladiator_","Gladiator","775","605","313","False","False"
"6106","sammyb","Sammy","1414","365","871","False","False"
"2014","rwillis","Rick Willis","174","51","10","False","False"
"38891","TheTruthMaven","🐸 Truth Maven 🐸","3884","4235","3373","False","False"
"31142","JonJackson","Jonathan Jackson","1228","2193","30","False","False"
"64224","Kilo427","J","963","486","108","False","False"
"52883","TQuarles","Teresa Quarles","578","465","13","False","False"
"86683","RaisinSac","RaisinSac","2318","3011","1765","False","False"
"3618","drfishy","Dan the Clam","316","14","16","False","False"
"2122","Koenen","David Koenen","763","459","0","False","False"
"1720","taihuppe","Taison Huppé","441","102","0","False","False"
"3161","odilitime","Segreg△ted STEMLord","494","135","35","False","False"
"6104","LampShades","Hank","698","319","121","False","False"
"5729","KhanhPham","Khanh Pham","115","10","5","False","False"
"4367","Minako","ミトン -","418","34","115","False","False"
"5422","nazi","nazi","604","68","0","False","False"
"5410","Redpillbabe","Red Pill Babe","1013","126","293","False","False"
"3372","Stubby","Stubby The Little Red Bear","1325","1060","464","False","False"
"4342","tjamesreagan","T/James Reagan","167","44","7","False","False"
"5544","jayden","Jayden Patrick","287","7","43","False","False"
"4953","Byzantine","Supreme Leader Matthew Lago","517","26","221","False","False"
"5220","deplorable_dogbert","Alvin ""Joe"" Van Steenbergen","2459","2324","2790","False","False"
"4681","TheIdiotsLantern","Blackadder4Britain","588","116","31","False","False"
"5188","CShell","Captain Shitpost","1176","492","146","False","False"
"4523","Xaekai","Xaekai 🐴","965","259","554","False","False"
"5039","DoctorMonkey","Doctor Monkey","649","162","283","False","False"
"4591","Purotekuta","Purotekuta","336","32","18","False","False"
"5153","Akhaten","Akhaten","307","58","27","False","False"
"4848","Aikharijaz","Stay Frosty","259","24","89","False","False"
"5284","KC","Berty The Goat","242","12","65","False","False"
"5393","JackWriter","Jack","289","21","33","False","False"
"5389","CATLOAF","CATLOAF","254","17","53","False","False"
"5512","Borndragon","Borndragon","105","4","0","False","False"
"4363","ABOB","ABOB","869","310","433","False","False"
"15744","AshTray","Herman","450","152","72","False","False"
"24549","BrianAldridge","Brian Aldridge","80","8","2","False","False"
"26076","gemma","Gemma Taylor","7026","5411","24198","False","False"
"26272","Kevin-Mackie","Kevin Mackie","1783","1948","394","False","False"
"2469","OpieRadio","Drudge Jr. Jr.","511","70","0","False","False"
"862","Harley-Andrews","Harley Andrews","1167","194","68","False","False"
"4160","AntisocialJustice","Antisocial Justice","1230","218","985","False","False"
"5184","TheQuQu","Qu Qu","1355","290","459","False","False"
"2689","limeysteve","Steve Mrazek","1985","2113","858","False","False"
"25493","PeepShowQuotes","PeepShowQuotes 🇬🇧","757","598","59","False","False"
"11583","Akki","Akki ","2197","2571","4159","False","False"
"2629","ShadowCrystallux","Ryan","842","338","372","False","False"
"6020","Nightmouse","Sarcasticat","2931","858","31393","False","False"
"9443","bc","Bill C","1141","420","910","False","False"
"11909","CaptainCatBear","Captain Cat-Bear","665","152","339","False","False"
"11557","DarthWheatley","Darth Wheatley","2503","1894","8093","False","False"
"2092","pinroot","pin root","3664","3853","8252","False","False"
"11521","ShezZK","Shez ZK","847","296","39","False","False"
"19758","andreipmbcn","Andrei Pambuccian","776","800","101","False","False"
"4496","Cazador","Deplorable Scott","853","193","107","False","False"
"4325","PieForThree","Cruz_killed_JFK","1008","1031","149","False","False"
"19787","RoyDivision","Roy","358","244","5","False","False"
"7719","ErosJax","Deplorable ErosJax","1093","667","202","False","False"
"7767","MaidenAmerica","Loren","2815","2055","5516","False","False"
"19786","2Pacula","2Pacula","282","32","30","False","False"
"6249","SpookyHitlersGhost","SpookyHitlersGhost","4804","1847","34871","False","False"
"6089","The_Donald","God Emperor Trump","462","50","35","False","False"
"1765","SpaghettiSenpai-","Mr. Spaghetti ","666","89","155","False","False"
"1248","el","L","63","22","1","False","False"
"1443","lil_saul","lil_saul","238","3","1","False","False"
"6359","ConcentrateFire","Macedonian Content Farmer","1275","1042","1588","False","False"
"28713","karre","Joseph Karre","1539","1638","149","False","False"
"4542","nat","nat","575","49","407","False","False"
"6083","sethferree","Seth Ferree","1487","397","4668","False","False"
"7314","ToastQueen","Melissa Wilson","467","49","608","False","False"
"7150","elena","Elena","1454","861","1245","False","False"
"3548","AlexO","Alex","513","20","150","False","False"
"4766","Tetzer","Tetzer","797","476","120","False","False"
"1736","Cringenado","The Cringe Inducer","120","5","30","False","False"
"3214","Mabvs","Deplorable Mabvs","221","5","7","False","False"
"3520","Gryer","Gryer","540","48","159","False","False"
"2256","Johnny","Johnny","305","10","5","False","False"
"26956","Raghbir","Raghbir Singh Dhillon","1329","2318","243","False","False"
"2303","Callum","Cal","1703","149","9078","False","False"
"5905","Complaint","Complaint Department","2171","1893","3694","False","False"
"3057","JxhnBinder","John Binder","428","21","35","False","False"
"4059","eth","Ethan","504","54","26","False","False"
"5767","zachthomasprime","Zach Swaim","534","142","100","False","False"
"8424","atari","atari.io","1091","761","476","False","False"
"6292","OtherRealm","Paula Richey aka ""Polly Valent""","3138","665","7110","False","False"
"10597","GregM","Greg Moore","1540","1729","100","False","False"
"11461","speakfreely","John P. Kolb","408","100","306","False","False"
"11400","luther","Proud Deplorable","23800","33170","27965","False","True"
"7057","Laughing_Ginger","Laughing Ginger ⚜️","3935","1707","16641","False","False"
"3094","migdiaz","Miguel Diaz","217","22","6","False","False"
"4459","Matteo","Matteo Ladolce","730","627","45","False","False"
"7837","Yearntobefree","American","2626","2476","2169","False","True"
"3981","bobcat","Bobcat","2244","1423","1753","False","False"
"7908","Cucksocker","Jed Clampett","4048","3379","12367","False","False"
"5585","Darth_Bluto","Bluto","2562","2592","2957","False","False"
"11499","gr","GR","2607","1188","4145","False","False"
"14182","Roni_K_Patriot","Roni Kay","1100","1013","321","False","False"
"6435","sfingi","Sfingi Redeemed","685","182","713","False","False"
"4555","FalconNest","daisy","7919","9544","72402","False","True"
"12612","RosaTaggart","Rosa Taggart","842","617","363","False","False"
"2644","Beneleo","Ansley","1507","891","794","False","False"
"11934","SoandSoSaidSo","Quitcherbelliakin'","677","206","328","False","False"
"14361","Dogz4Liberty","Dogz4Liberty","3358","2575","16439","False","False"
"7281","vm","Deplorable vmom 📚 ","2103","1355","2793","False","False"
"6576","1","Bence","514","173","61","False","False"
"11150","warhorse_03826","warhorse_03826","2379","2384","2384","False","False"
"12530","BadgerBob","Bob the Badger","244","17","10","False","True"
"9359","Huperetes","Derek Tyler","389","140","179","False","False"
"17566","GregCook","Greg Cook","1780","1722","1219","False","True"
"6920","Eluzhun","El","598","205","51","False","False"
"23703","LRGJ","Proskairos ","3518","3001","20829","False","True"
"14816","WaterQuality","1WaterQuality","3481","3535","476","False","False"
"11858","djw","DJW 🇬🇧","2785","1443","6703","False","True"
"12298","Rellika","Lucatiel of Mirrah ✔️  මම බල්ලන්ට ආදරය","2851","1258","18204","False","False"
"30564","MrDeeds","Mr. Deeds","3224","3319","2823","False","False"
"25157","ScheynneSven","Scheynne Sven","583","439","75","False","False"
"33092","Ghostcyborg","GhostPsyborg","4924","5363","21066","False","True"
"40036","Janineyve","Janine ","1491","756","2185","False","False"
"19613","gort1239","Tom Parker","1459","1332","1620","False","False"
"23142","Veritas","Veritas","903","322","759","False","False"
"16332","TacticalDissent","Tactical Dissent","7006","6462","38924","False","False"
"26650","Orwellian","Super Dave","6734","8754","4123","False","False"
"31143","FrankGoneMad","Furious Frank","16007","17410","53800","False","True"
"34879","mllnola","mllnola","1337","1516","3","False","False"
"19864","smokinjoe","Joe Katzman","2387","2486","3731","False","False"
"9218","Amber","Amber Merkel","7176","1634","44723","False","True"
"2577","Deplorableglion","Deplorable Pojani","351","139","57","False","False"
"19264","tz","tz","3466","3766","10699","True","False"
"9297","Dreamkeepers","David Lillie","2476","1713","3386","False","False"
"2978","edbaker3000","Deplorable Ed Baker","6889","7323","58913","False","False"
"7492","KittCatt","Cathy Sabo","5250","5045","25281","False","True"
"14211","stan_qaz","Stanley P. Miller","4524","5288","12612","False","True"
"12116","Quack","Duck","2250","1709","6099","False","False"
"14078","_Danksy","_Danksy","920","275","731","False","False"
"5095","Archive_News","Archive News","2111","180","7323","False","False"
"13732","zhornm","Filho do pobre","360","128","103","False","False"
"12766","darknesstoh","Fernando Lunkes","320","64","63","False","False"
"13195","aalessandra","Alessandra","298","48","102","False","False"
"16028","DEuSOXY","DEuSOXY","1339","707","464","False","False"
"15562","realKEP","Kep","376","292","129","False","False"
"14067","GameboyIdentities","GameboyIdentities","452","288","-2","False","False"
"3632","RayCIS","RayCIS","1777","1418","5206","False","False"
"10042","Klap","Swabian  Klap","1786","1126","4230","False","False"
"5649","Anicecupoftea","Pammy Dini","1224","797","512","False","False"
"14535","What_it_is","whamp whamp","980","381","685","False","False"
"25584","Cocoabear","Super Deplorable 2020","6573","7094","39383","False","True"
"15783","SmartGrunt","Scott Wise the Irascible Smart Grunt","5433","5134","20712","False","True"
"31291","alabasterwanted","Alabaster","225","25","136","False","False"
"33525","EugeneSeidel","Eugene Seidel","1813","831","-3431","False","False"
"9884","meguntic","Lakeside Curmudgeon ","2462","2388","1277","False","False"
"21144","olddustyghost","Rawhide Wraith","3631","3401","13120","False","True"
"38456","Alvar","JR","2325","1713","7826","False","False"
"23163","JamesB","James","8418","12889","20044","False","False"
"16769","AlFromBayShore","AlFromBayShore","1696","868","2156","False","False"
"16279","RightWingScientist","Right Wing Scientist","2650","360","6011","False","False"
"23122","bodarc","Joe Side","6526","8291","19318","False","True"
"26381","dpol","Deplorable Polack","1936","1639","2196","False","False"
"11966","TMGIJane","Theresa Giarratano","2657","2174","7894","False","False"
"22616","JustPlainBill","William Hinman","1601","1699","426","False","False"
"10453","Spitfire","Spitfire","471","247","70","False","False"
"6443","Orion","Dylan Leggo","1239","1288","219","False","False"
"12030","odiie_online","odiie","251","20","136","False","False"
"15097","right_guy","Guy Righty","4233","4882","13208","False","True"
"23359","Harry_Saxon","Harry","116","58","0","False","False"
"21986","Kevin411","KevinDH","279","89","18","False","False"
"14922","guesswho","David Neal","2876","2491","3586","False","False"
"9048","CicadaBug","CicadaBug","1789","512","1987","True","True"
"19988","hormesis","⊕Montana Man⊕","1224","426","232","False","False"
"6629","AdamRLukaitis","Adam Lukaitis","939","1176","7","False","False"
"16746","BearClaww","Steven","218","36","-1","False","False"
"21397","jugger","john froggatt","4878","10092","2047","False","False"
"11876","AlphaLackey","Charles R. Mousseau","1574","323","2745","False","False"
"23260","MetalKittyX","Lady Aurora","1289","1172","0","False","False"
"18381","htmcg","Hugh T. McGowan","276","197","15","False","False"
"8303","taw46","tallyKW","686","183","176","False","False"
"21035","Don-tTreadOnMe","Len Pissed Off USMC 0311","5289","4220","50577","False","False"
"2706","BoHoover","Bo Hoover ","3146","1292","2157","False","True"
"8471","VotingFemale","Voting Female","6223","4143","113965","False","False"
"26857","pahzy","Joseph M Phares","1779","1819","1070","False","False"
"2659","scout","🇬🇧 Bacon Scout 🇬🇧","1502","1007","2259","False","False"
"13868","AngieNC","Dancing Queen","568","143","101","False","False"
"24234","telemac","TMac","3117","2929","5799","False","False"
"24715","LonesomeHomestead","Mein Covfefe","7557","5649","53190","False","False"
"16363","incognitoLady","Lady de' Plorable","1677","1094","218","False","False"
"31523","histanvan","Harry2","895","72","15318","False","False"
"5204","causticbob","bob kostic","8720","10018","417411","False","False"
"16293","Thickasabrick","Thickasabrick","4270","4583","11976","False","False"
"20118","TFL1728","Tom Luongo","2474","1473","4058","True","False"
"28296","carsonfire","Carson Fire","1491","872","3469","False","False"
"27179","HillarysFace","Hillary'sFly","3527","3801","14891","False","False"
"8561","TruthMatters","MoreSpeech","1814","715","2173","False","False"
"11106","pavlovscat","Pavlov's Cat","5238","5005","53281","False","False"
"8576","mehran","Mehran  مهران","1571","1588","871","False","True"
"21880","TheMightyBuzzard","The Mighty Buzzard","657","212","192","False","False"
"18849","MissionMild","Ivar Ivarson","2686","2825","14753","False","True"
"35945","SnyderArt","SnyderArt","1900","2269","250","False","False"
"35665","spiv","jp","378","235","0","False","False"
"17716","AnnaSummers","Anna Summers ","7724","5246","44327","False","False"
"35276","Shea","Shea","1906","1548","325","False","False"
"35494","cbs_ingram","Chris Seats","256","38","4","False","False"
"30821","Itiswrittenkjv1611","Brandon Potter","13236","42559","2134","False","False"
"35186","SandraG","Sandra","1160","562","62","False","False"
"22132","JAFO","Co Webb","6819","7544","17560","False","False"
"35762","TrumpFarage1488","PaulBrexitBritain","1635","1106","367","False","False"
"22469","smoccia10","Deplorable Lady Sharon Moccia","3887","3551","2361","False","False"
"18057","Dada257","MadMAGAFkr","2609","2662","4142","False","False"
"31731","Zach5","Zach","1336","572","1585","False","False"
"11339","Deucalion_","Prometheus Unbound","2979","1143","10286","False","True"
"9118","Richard_Grayson","Richard Grayson ","1384","751","2300","False","False"
"32100","ScottTay"," 🇺🇸 Scott the Deplorable 🇺🇸","1026","448","1457","False","False"
"6177","MAGA_MAN","Jason Israel","4029","3658","28882","False","False"
"22421","dwainerob1954","DranoAmerican","3741","4618","4236","False","False"
"6431","wildflower","🇺🇸 Deplorable wildflower","890","1056","5455","False","False"
"8373","HelpfulTimbo","Helpful Tidbits","1877","1013","3450","False","False"
"84506","DeplorableZero","Deplorable Zero 🐸","2086","1635","4476","False","False"
"84925","altrightar","Alt-Right Argentina","322","168","159","False","False"
"80748","PatriotJewelUSA","Patriot Jewel","1926","1148","2242","False","False"
"84567","Persuasion","Persuasion Georgia","282","34","20","False","False"
"73379","patrick1960","Patrick ","367","68","20","False","False"
"11024","Annie_DLV","Annie Dieu Le Veut - Stories in the Stars","2445","2750","2260","False","False"
"16383","FrancisWayland","FW","1146","572","1253","False","False"
"64506","MyAmericanMorning","Don L Turner","5277","5380","59887","False","True"
"24574","Glory","Glory","2173","1366","4957","False","False"
"26323","DeplorableRican","Jeanette Runyon ☨","2393","1256","12251","False","False"
"61756","SNordvik","S Nordvik","425","294","56","False","False"
"75853","treynewton","Trey Newton","2352","2271","13421","False","True"
"80521","BennieE","Bennetta Elliott","1262","933","7531","False","True"
"69699","ALilJaded4u2","Debra #AmericaFirst","1324","1221","1021","False","False"
"17175","RaffiTaffy","Rafi Taffy","2104","916","32506","False","False"
"84954","TruthTeller","Truth Teller","340","105","223","False","False"
"36943","whythetruth","Rick","3096","3071","13808","False","True"
"60312","StopTheCarnage","The Deplorable Albert Lince","2934","3271","816","False","False"
"10252","fxstc90","TT","3767","3189","1819","False","True"
"32097","MsMoxie","T is for Triggered","1195","1327","6738","False","False"
"84966","Gregg","Bananymous","215","108","28","False","False"
"69064","Jeanns","Regina","2029","2203","656","False","True"
"75259","ViciTrue","Vicinity","7286","9128","82478","False","False"
"82248","developer","JDH","102","4","0","False","False"
"40543","FRN","FullRetard Network","1449","990","1359","False","False"
"6194","Jaycephus","Jaycephus ن 🐸","2832","2977","3344","False","False"
"43924","gojam","Jon","430","232","77","False","False"
"70038","LocKirup","LocK Kirup","2276","1730","8093","False","False"
"69304","GhostMachine","GhostMachine","626","229","135","False","False"
"59884","DinahLord","Dinah Lord","957","505","534","False","False"
"73225","DBentonSmith","Douglas Smith","1166","1243","1681","False","False"
"21630","rawhide1776","Russ M","2080","2187","14181","False","False"
"14947","lp","lp   ﻦ    🐸    ","3270","2315","25964","False","False"
"34496","BlueGood","TrueBlueGood","6366","3227","182883","False","True"
"59816","Orangeone4","Orangeone","3720","3855","17332","False","True"
"12474","DanPat","Dan Patterson","2163","1827","2630","False","False"
"77009","nxtblg","Daniel M. Ryan","960","624","1710","False","False"
"15890","SgtRock","Sgt Rock","5505","5211","23508","False","True"
"66657","USATrain","DonJohnson","349","259","28","False","False"
"64018","unciya","Niya","1345","1410","3508","False","False"
"62969","Shortgiraffe","Shortgiraffe","1647","1729","1641","False","True"
"63002","truemontour","True Montour","801","524","57","False","False"
"68996","gringotj","Richard Hartley","1483","1612","733","False","False"
"66162","DrPam","Dr Pamela Marcum","2808","3151","2297","False","False"
"34504","hsteggles","Northern Deplorable","1422","1059","1334","False","False"
"69566","CyrusReport","Leone Agnello","1851","1040","2373","False","False"
"2727","Happydad","John","801","452","121","False","False"
"17603","Jami_USA","  Jami  ","7918","6944","136547","False","True"
"18341","LadyHecate","Lady Hecate ","276","37","12","False","False"
"18379","DesertWillow56","Saxon's Wrath","1231","658","346","False","False"
"5829","richdecamp","Richard DeCamp","1575","1163","348","False","False"
"17588","wahsatchmo","wahsatchmo","2364","2112","4396","False","False"
"11991","ROCKintheUSSA","✝️R.O.C.K. in the USSA🎸","5713","2363","86566","False","True"
"18486","coyote_50","Krista","325","78","7","False","False"
"18165","rbee2express","rebme","548","227","136","False","False"
"94558","AwesomeShitYouCanBuy","AwesomeShitYouCanBuy","2237","1339","1328","False","False"
"18992","HorrorQueen","Lindsey - The Queen of Un-Natural selection","7805","5959","109605","True","True"
"55846","darkgarx","George Teixeira","693","266","1014","False","False"
"11531","Paine","Paine","716","479","163","False","False"
"107508","micromedia","Jess Nunez","838","528","83","False","False"
"105495","Phobos_Media","Phobos_Media","173","44","237","False","False"
"16306","SMisanthrope","S. Misanthrope","2557","1513","7016","False","False"
"8617","godfrey","Charlie","2970","3265","8023","False","False"
"25062","Escoffier","Escoffier","9390","11667","234266","False","True"
"84138","Introverser","Judy Peterson","3593","3258","33360","False","True"
"28196","Abyssus","Abyssus Invocat","1864","679","5199","False","True"
"16489","Freemdomcosts","Rawn Torrington 🐸","1760","1600","726","False","False"
"57992","Johncparnell","John Charles Parnell","5936","5494","98460","False","False"
"84872","karma-lounge","Jeffrey Grant","15734","43191","38112","False","True"
"58798","Gorillas","Gorillas in the Mist News 🐸","6213","7659","16025","False","False"
"16802","acidPat","Patty","2482","936","4960","False","False"
"111589","Whicket","Whicket Williams","2535","2882","18662","False","False"
"37307","lucythefrog","Lucythefrog🐸","3828","2979","20289","False","False"
"91226","dadaarh","Dada","959","978","229","False","False"
"33743","simplyXY","Simply","281","130","65","False","False"
"108584","Itsjonboy","Jon Symington-Goddard ","100","55","0","False","False"
"59584","Incalovesamerica","Inca","538","258","76","False","False"
"35885","DonJuan4nonDon","#7th💒🔯","1769","1945","580","False","False"
"88666","duggadugga","LeMarr Dailey","2122","1914","11320","False","True"
"5962","tobiaspete","Tobias Becker","534","304","0","False","False"
"25340","Harmonica","Harmonica","2662","1534","3122","False","False"
"5873","oi","Harbinger of the Triatoman Incursion","1254","1250","1424","False","False"
"32478","memedna","Joelle","733","332","875","False","False"
"26498","buzzy204","Buzzy","3871","4694","18685","False","True"
"7384","LCMB","LCMB","6553","10449","13193","False","False"
"71183","Jaxsaxman","Cal Thompson","3183","3596","7434","False","False"
"31697","Musing","Cam","2895","2662","4943","True","False"
"19429","Trinity","Trinity","2763","2388","15078","False","False"
"68657","Grubama","BurKaBoom","7597","14637","27947","False","True"
"75701","Arketex","Anthony Rawlings","4453","4474","34631","False","False"
"26744","echo","Echo Chamber","3082","2698","7239","False","False"
"67705","jackiestbird","Junebug52","2209","1939","9971","False","False"
